Texto,classification_spanish
"El caso de Xóchitl pues ya sabemos, ¿para qué quieren a Xóchitl? Para seguir saqueando, para seguir robando.",opinion
" Sí, se tiene ya la información y se está haciendo la investigación. ¿Lo puedes informar?",opinion
" No, pero van a utilizar todo. Es como lo que hablamos aquí de las campañas y de las guerras sucias. Y hay millones de mexicanos que militan en las filas del conservadurismo y que les creen. Además, así es la democracia, no puede haber un pensamiento único, no puede haber totalitarismo, no puede haber dictadura, tiene que garantizarse el derecho a disentir, la pluralidad. Esa es la democracia.",opinion
"Pero ahora nos echan la culpa a nosotros, pero nos echan la culpa no sólo de eso, sino de todo. Ya dije que, si alguien sale regañado en su casa, la regañan o lo regañan, es culpa de AMLO, dicen: ‘Del viejito del Palacio’, ya ven que estoy chocho. Y tienen razón, porque soy el presidente electo de más edad en la historia de México. No electos hay dos mayores que yo: uno que ni siquiera quiero mencionar, no, no lo voy a mencionar, un chacal, ese era mayor que yo; y el otro sí lo voy a mencionar, Valentín Gómez Farías. Pero no fueron electos, fueron interinos. Bueno, y el otro fue producto de un golpe.",opinion
Es una riqueza cultural excepcional la de México y es la verdad más íntima de nuestro país.,opinion
"Y no son siete millones, son más. Es que muchos, precisamente por el racismo, no se identifican como indígenas, porque fue mucha la descalificación de la identidad indígena; era sinónimo de atraso, de falta de civilización, durante mucho tiempo. Pero estamos hablando de orígenes indígenas, pues puede ser la mayoría del pueblo de México, la mayoría, nada más que ya no hablan la lengua, ya perdieron costumbres, tradiciones.",opinion
"Hay cosas que no las han perdido, por eso hablaba yo de los mexicanos en general, o sea, la solidaridad, la honestidad, el respeto a los adultos, la aceptación de cómo somos, muchos valores; honestidad, eso viene de lejos, honestidad, fraternidad, solidaridad o ayuda mutua, o tequio, o como se le llame, vida comunitaria, eso también viene de lejos",opinion
"Todavía, por ejemplo, en Oaxaca, 85 por ciento del territorio de Oaxaca son tierras comunales, y ahí no pudo el presidente Juárez, que quería que se le eliminaran las corporaciones, y no sólo era una corporación el clero, también las comunidades, y buscaban entregar las tierras a cada comunero.",opinion
"Porfirio, que también era de Oaxaca, lo hizo en otras partes, no en Oaxaca, no pudo. No, Porfirio declaró las tierras indígenas, las tierras comunales, como tierras nacionales, y por eso creó las compañías deslindadoras, para quitarle las tierras a las comunidades indígenas, arrebatarlas. Por eso fue la guerra del yaqui, la guerra de exterminio de los mayas y de todos los pueblos indígenas.",opinion
"Y las compañías deslindadoras que definían cuántas hectáreas había en una porción de un territorio y por hacer ese deslinde ellos se quedaban con el 25 por ciento de la tierra y el 66 por ciento, era una parte, una parte, sí, y las dos partes restantes pasaban a ser tierras nacionales que el gobierno las vendía, por lo general siempre las vendía a las mismas compañías deslindadoras, pero eran tierras que pertenecían a las comunidades indígenas. Así se llevó a cabo el despojo.",opinion
"Hoy terminamos, hoy terminamos, vamos a terminar con una canción que me gusta mucho porque tiene que ver con lo que somos los mexicanos y los latinoamericanos. Hablaba yo de la idiosincrasia, de cómo somos, cómo es nuestro pueblo, cómo son nuestras familias, cómo es la solidaridad en las familias. Y es una canción bellísima de Rubén Blades que ojalá y les guste a los jóvenes. La vamos a escuchar. Escuchen la letra.",opinion
"Pues hoy es miércoles, es el día de la sección de ‘Quién es quién en las mentiras’. Ya ven que eso no es ninguna novedad, ya no es nota, es la regla, el bombardeo de mentiras de los medios de manipulación, con honrosas excepciones. Entonces, vamos a ver cómo andamos.",opinion
" Sí, nada más que para esa elección falta, pues como un año y todavía está atendiendo su asunto. Y si es culpable, pues no va a salir; pero adelantar vísperas no es ético.",opinion
" Sí, no, nada más te hago la observación de que el añadido de que va a salir o lo van a dejar en libertad porque va a ser candidato de Morena en Tlapa se me hace una desproporción.",opinion
"Entonces, esto no está inventado, esto es lo que nos guía. Entonces, si Chiapas, de acuerdo a esta información, ocupa el lugar 26 en el país de las 32 entidades federativas, pues tenemos visiones distintas de lo que pasa.",opinion
"Les voy a platicar, les voy a contar algo que tiene que ver con Guerrero, para que se note la diferencia. Mucha gente que viene de las organizaciones sociales, de la llamada sociedad civil, de los defensores de derechos humanos, que inclusive no estaban con nosotros porque no creían en la vía electoral, llamaban a no votar y orientaban en las comunidades a sus bases de que éramos iguales, y ahora que se triunfa y que se demuestra que se puede transformar por la vía pacífica, sin violencia, no se resignan, no aceptan que esta vía triunfó y que se están llevando a cabo cambios.",opinion
"Entonces, como no quieren dar su brazo a torcer siempre han apostado a compararnos con los de antes, a decir: ‘Son lo mismo, son iguales’. No, no somos iguales, nosotros tenemos convicciones y venimos de abajo, de la lucha en favor del pueblo, de manera auténtica; no somos simuladores, ni teóricos o teóricos prácticos; combinamos la teoría y la práctica, el pensamiento y la acción.",opinion
"Entonces, llegamos aquí y un periodista de La Jornada, ya estando nosotros, me pregunta en una entrevista sobre vuelos rasantes, como en la época del gobierno de Zedillo, y desde luego antes, con Salinas, como si nosotros estuviésemos actuando igual. Entonces, me reí, me reí.",opinion
"Entonces, ¿qué pido? Que no nos metan a todos en el mismo costal. No somos iguales, nosotros tenemos convicciones, tenemos principios, luchamos por ideales, y le tenemos un profundo amor al pueblo.",opinion
" Pero lo de los tres. Es que me IPhone 35 es especial, yo ahí veo todo. Para que ustedes no tengan eso, que son los mejores, son expertos, quiere decir que mi IPhone es excepcional, pero sí es bueno.",opinion
" Pero este es diálogo circular y coincidimos en varios asuntos y en otros no, y así es la democracia, no puede haber pensamiento único, y el mismo derecho que tú tienes para hacer tus juicios lo tengo yo, y no es nada personal.",opinion
" Sí, no, pero yo no puedo matizar, son tiempos de definición, entonces no puedo hablar de manera alegórica. No es tiempo de medias tintas, es tiempo de aclarar cuando se trata de asuntos como los que tú planteas, que son asuntos que tienen que ver con el sufrimiento de la gente; pues son los mismos que yo trato aquí, y es por lo que estoy aquí. O sea, no son asuntos personales, es un asunto de interés público.",opinion
"Esto no tiene que ver con la amistad, no tiene que ver con las familias, no. Por legítimos que sean los intereses personales, cuando hay una transformación pasan a segundo plano, lo fundamental es el interés general, el interés colectivo, el interés del pueblo.",opinion
"Entonces, yo trato de plantear las cosas. Tú haces aseveraciones del gobierno de Chiapas, yo tengo otra impresión. Tú dices, por ejemplo: ‘Ocultaron información cuando el COVID’, yo digo: No, yo estaba todos los días viendo lo que sucedía en el país con el COVID, pero completamente internalizado, un asunto muy doloroso; entonces, yo no iba a permitir que se omitiera, que se engañara, que se maquillaran datos, no.",opinion
"Yo te puedo decir, y se puede probar, que afortunadamente Chiapas fue de los estados con menos daño por la pandemia. Por eso no coincidimos, ¿sí?, no coincidimos; o sea, tú tienes tu visión y yo tengo la mía, tú tienes tu información y yo tengo mis datos.",opinion
"Desde luego, si ellos no hacen la investigación, ustedes, que son mirones profesionales y que hacen reportajes y periodismo de investigación, estoy seguro.",opinion
" No, no quiero opinar de eso, no, ya. Es como lo de la nota roja, ya vamos también a tener una sección de nota roja, sí, pero hay muchísimas cosas que informar, o sea, no vamos a estar aquí, para eso está Ciro y López-Dóriga y Loret, y todos en nota roja; el Reforma, etcétera, etcétera, etcétera.",opinion
" Sí, a todos, sí, se atiende, se trabaja de manera coordinada. Miren, así como aquí de lunes a viernes nos reunimos todo el Gabinete de Seguridad de 6:00 a 7:00 de la mañana, así se reúne el Gabinete de Seguridad en cada uno de los estados del país, y asisten las gobernadoras, los gobernadores, los comandantes de zona militar; en algunos casos de las regiones militares y navales, los fiscales, los secretarios de Seguridad Pública, lo mismo que hacemos aquí, se hace todos los días.",opinion
"Pero, de todas maneras, qué bueno que se llegó a un arreglo. Por eso hay que tener paciencia, presencia y prudencia, las tres ‘p’; como las tres ‘c’ que se necesitan en política, para los jóvenes: cabeza, corazón y carácter.",opinion
" Sí están trabajando ellos, porque es muy grave la situación del fentanilo en Estados Unidos y sí están actuando de manera responsable, pero hace falta más y hace falta atender las causas, porque es un problema complejo, porque existe la demanda y es demanda al fentanilo o demanda a cualquier droga.",opinion
"Que hay una sociedad insatisfecha, en este caso jóvenes que se sienten solos, hay un vacío, no son felices y buscan enfrentar esa desolación, ese vacío, esa infelicidad en el escape con las drogas que va a generar transitoriamente una felicidad, pero es algo efímero, es una trampa que lleva a una mayor infelicidad, y en este caso pues a la pérdida de la vida. Entonces si no se hace nada por eso, si no se hace nada por eso, se complica más.",opinion
"En el caso del consumo de la droga es lo mismo, o sea, no es atender efectos, es atender las causas.",opinion
" Es un problema muy grave y se están tardando en ir al fondo, en atender las causas.",opinion
" Cuarenta y tres años y que ha recibido millones de pesos y que ahora es el coordinador del bloque conservador para elaborar el plan de desarrollo de la derecha, ahora que estamos hablando del que está pensionado, están cortados con la misma tijera, son como personajes con el mismo pensamiento, sí.",opinion
"Se enojan mucho, mamacita linda, pero, corazón, se enojan mucho cuando pongo esto, está prohibido. Pero no es… Ustedes lo piden, por eso no me pueden a mí…",opinion
"Suele pasar que nos vamos al extranjero los que tenemos posibilidad de hacerlo en alguna ocasión, a Egipto, a Atenas, y no conocemos lo que tenemos en nuestro país, nuestro pasado cultural, artístico, excepcional, espléndido. Entonces, tenemos que exaltar la grandeza cultural de México, porque desde hace siglos, desde que nos invadieron, nos consideraron bárbaros y nos hicieron creer que vinieron a civilizarnos, y eso predominó con el tiempo, esa concepción, ¿no?",opinion
"Por la grandeza cultural de México, eso es lo que nos ha salvado, lo que nos ha protegido, eso es lo que está convirtiendo a México, a partir de esta transformación, en uno de los países más importantes del mundo, por el trabajo de su pueblo, por sus amplios recursos naturales.",opinion
"Y lo que considero más importante es que ya va a haber un cambio en el gobierno del Estado de México y la maestra Delfina Gómez, gobernadora electa, ya estableció comunicación con Zoé Robledo, del IMSS-Bienestar, porque el Estado de México va a integrarse, se va a adherir al sistema de IMSS-Bienestar. Esto significa que se van a mejorar las instalaciones médicas, centros de salud, hospitales; se van a contratar médicos, si hacen falta; médicos generales, especialistas; se va a mejorar el abasto de medicamentos, se van a equipar hospitales, todo de manera gratuita.",opinion
"Entonces, bueno, la otra opción es: A ver, vamos a negociar el contrato, bájale, no me cobres 633; en vez de cinco mil 500, lo que hicieron de la cuenta, te damos dos mil 500 y nos ahorramos dos mil 500. Ya es algo, sí, pero no, de todas maneras.",opinion
"Entonces, tengo mucha confianza en ella y estoy seguro que sí va a cuidar los bosques, es una gran riqueza que tiene el Estado de México. Es un estado importantísimo, muy bello el Estado de México, con muchos bosques. Los bosques el Estado de México son extraordinarios, bellos, es como vivir en un paraíso. Conozco todo el Estado de México.",opinion
"Lo que pasa es que es poco conocido y antes era el gran estado. Acuérdense que del Estado de México surgió Hidalgo y otros estados. Y tiene muchos bosques y, sí, su problema es lo de la tala clandestina, pero la maestra va a atender esto.",opinion
"Eso de la tala clandestina en el Estado de México lo estamos padeciendo todavía en Morelos, en una parte de la Ciudad de México, en Tlalpan, y en otros estados: en Sinaloa, en Durango, en Chihuahua. Lo estábamos padeciendo bastante en Quintana Roo y Campeche, y ahora con todo lo que estamos haciendo…",opinion
"Fíjense, contrario a lo que opinan los seudoambientalistas, toda esa zona de Calakmul, de Xpujil, estaba dominada por los que se dedicaban a la tala ilegal, clandestina, y ya no están en la zona de las reservas de Calakmul, ya no están ahí porque hay más presencia de la Guardia Nacional. O sea, se ha ido avanzando y hay que seguirlo haciendo, hay que cuidar los bosques, hay que cuidar nuestra naturaleza.",opinion
"Tiene las playas más bellas que se puedan encontrar en el mundo, o de las más bellas del mundo, para no ser tan categóricos, pero sí son playas bellísimas.",opinion
"Selva, después del Amazonas es la selva tropical más importante de México y del mundo, después del Amazonas.",opinion
"La fauna nativa, que ve uno venados ahora que estamos allá trabajando, que hay cámaras. A ver si nos mandan de los ingenieros militares lo de los jaguares y sobre una jaguar, con su panza. Van a ver esto que se tiene allá.",opinion
"Los bosques, bueno, en el caso del sureste, esto que nos muestra Diego, las ciudades antiguas, que son bellísimas. Porque no sólo es arquitectura, es dominio de la astronomía, de la hidráulica. Si van ustedes a Palenque se van a dar cuenta que desviaron el arroyo y lo pasan por la ciudad, y hacen un acueducto, manejo de la ingeniería hidráulico único. Y muchas cosas que se.",opinion
Toda esa zona de Valle de Bravo hacia Michoacán… ¿Cómo se llama este municipio donde nació José María Velasco?,opinion
" Sí, fui a hacer deporte. Es que camino y a veces agarro rolas y bateo, para estar en forma.",opinion
"Acaba de pasar el Juego de Estrellas de Grandes Ligas y quiero felicitar a Arozarena, porque es un buen beisbolista cubano-mexicano, de origen cubano y nacionalizado mexicano, pero es, como se dice en el béisbol, un caballo, es muy completo, porque batea, batea bien, batea hit y batea jonrón, estuvo en el derby de jonrón y quedó en segundo lugar, sí. Entonces, es completo bateando.",opinion
"Tengo una anécdota. Una vez vino Julio Urías, que le mando un abrazo, pícher mexicano de los Dodgers, que le ha ido bien y le va a seguir yendo bien porque es una gente dedicada, bueno; además, una gente modesta, humilde, no es fantoche. Y una vez vino aquí después de una temporada, y había enfrentado a Arozarena, él pichando y Arozarena en el equipo que juega, que…",opinion
" Tampas, sí. Que los habían macaneado a todos los pícheres del Dodgers, y me dice Julio que, en el dogout, dice: ‘Comentaban los caballos…’ Él no sintiéndose caballo, sino de los otros pitcheres, ¿no?, pero me gustó su actitud, dice: ‘Comentaban los caballos, los pícheres mejores del Dodgers: ¿Qué le tiramos a este? Porque lo que le tiremos, batea’. Es un gran bateador, pero, desde luego, es muy buen fielder’.",opinion
"Pero, bueno, Arozarena es muy bueno, mucho, mucho muy bueno, hizo muy buen papel ahora en el Juego de Estrellas. Y es un orgullo para América Latina, para Cuba, para México. Además, muy simpático, le cae muy bien a la gente, porque es pueblo y es muy buen beisbolista.",opinion
"Ahora quiere, me mandó a decir que, terminando la temporada de Grandes Ligas, quiere venir y quiere jugar aquí contra el equipo de nosotros. Tiene, el Seguro Social tiene un equipo de veteranos y a veces se refuerzan y traen a Valenzuela, a ‘Vinny’ Castilla, ‘Chito’ Ríos, ‘el Borrego’ Álvarez, Matías Carrillo, pura figura del béisbol, todos los que están en el Salón de la Fama, ¿y qué creen?, los ‘arreglamos’ nosotros?",opinion
"O sea, el equipo de nosotros, de veteranos, son mayores de 60, y ahora pues ya no es mucha la diferencia, porque yo ya voy a cumplir 70, ya no es lo mismo, uno de 60 todavía, de 65, pero me defiendo, me defiendo.",opinion
"Y sí, sí trato de ir a caminar y a hacer ejercicio, e invito a todos. El deporte, el ejercicio, es la mejor medicina, es medicina preventiva, y no dejarnos caer. Lo de la edad es un estado de ánimo, porque puede haber jóvenes que están apagados y hay gente mayor que está lucida y entera, es decir, con muchas ganas, con muchos deseos de vivir; y depende del estado de ánimo, de la pasión, de decir ‘gracias a la vida’ y no dejarse caer bajo ninguna circunstancia, siempre salir adelante.",opinion
"No nos pueden vender las adversidades, los problemas. No se puede vencer a quien no sabe rendirse, y hay que seguir adelante.",opinion
"Vamos a dejar… ¿No me conseguiste la foto? A ver, te propongo —aunque se molesten los demás, ya saben que aquí ya estamos acostumbrados motines emocionales— tú y tú para mañana. Ah, no, el lunes los dos. Ya, ya, porque si no, miren, no vamos a ver esto.",opinion
"Y también, no son personas malvadas los dueños. Cometieron un error porque es que así veían a México antes, y sobre todo a los gobiernos. Entonces, hablaron conmigo, el gerente. ¿Cómo les llaman a los gerentes?",opinion
"Es como cuando aquí, —fíjense lo bueno que tiene esta conferencia—, aquí una vez me preguntaron que si había una demanda del Grupo México por el tramo 5 y habíamos quedado de que no iba a haber una demanda, de que iba a haber un arreglo, a partir de un dictamen que iba a elaborar la Secretaría de la Defensa, los ingenieros militares. Ese fue el acuerdo, sin demanda.",opinion
"Y de repente empiezan los periodicazos en el Reforma: ‘Se cancela el contrato del tramo 5’, y me pregunta un compañero, una compañera del Reforma: ‘Se cancela y que hay una denuncia en contra’. Le digo: No, no hay denuncia, yo con la idea de que se estaba cumpliendo con un acuerdo, porque hay que actuar de buena fe y hay que tener palabra, no hay que ser ventajosos, ya pasó ese tiempo. Y: No, no, es cierto. Y aquí les puedo contar de otras cosas que han pasado.",opinion
"Y no hay arbitrariedad de parte nuestra, buscamos convencer no imponer y, buscar opciones, buscar alternativas, porque esta es una muy buena opción. A lo mejor nosotros no vamos a recuperar con esta parte y el muelle lo que se invierta, pero vamos a dejar dos mil hectáreas de reserva.",opinion
"En cuanto a cuidado o destrucción de territorio, no es bueno el resultado, estaba mejor el país cuando nosotros lo heredamos de nuestros padres a lo que vamos a entregar. Es decir, había más agua limpia, más bosques, más pescados, muchísima más fauna nativa; ya ahora hay especies en extinción que no había cuando nos entregaron nuestros padres el territorio.",opinion
"Entonces, en el último tramo que nos queda de vida vamos a esmerarnos, vamos a cuidar todos para que no sea mucho el saldo, que lo que le entreguemos a las nuevas generaciones sea un México verde, lleno de vida, y eso lo podemos lograr, lo estamos haciendo y lo vamos a seguir haciendo, y tomando consciencia, haciendo consciencia todos, cuidando todos la naturaleza y el medio ambiente.",opinion
" Ellos están informando bien, ellas están, por ejemplo, informando que no salen de noche, que no hacen la búsqueda de noche, y es cierto.",opinion
" No, no, no, nada más hacerlo con cuidado, no, porque ellas saben, ellos cuidan o aplican cierto protocolo que ellos mismos ya tienen definidos. Esto fue otra cosa completamente distinta.",opinion
"Mexicali es un municipio, la cabecera, la capital del estado, muy tranquilo, y por este exceso, este abuso, se levantaron los ciudadanos de Mexicali, grandes manifestaciones, algo sorprendente, porque conocemos el talante de los pueblos y Mexicali más apacible, Tijuana más defensor de derechos humanos, más progresismo aún en el mismo estado; así se puede decir del comportamiento de La Paz y de Los Cabos, y el comportamiento de Chihuahua y de Juárez, y así podríamos hablar, conozco la idiosincrasia de los pueblos México.",opinion
"Y México es el tercer país del mundo con menos desempleo, porque estábamos creciendo, hay falta de trabajadores especializados, y esto lleva también a que aumenten los salarios. Hay obreros de la construcción, fierreros, soldadores en el sureste, que esto nunca sucedía, que están ganando 15 mil pesos semanales, y no hay, no se consiguen.",opinion
" Voy a aparecer aquí con una cinta. Me quieren silenciar, no quiere que yo hable. ¿Y dónde queda la libertad? ¿Y la libertad de expresión? ¿Y el derecho a la réplica? ¿Y el derecho a disentir? ¿Qué, no son principios básicos de la democracia?",opinion
" Ah, bueno, pues puedo decir que me da tiempo todavía para que, antes de que me vayan a cepillar, para pedirle a Claudio X. González que se apure con la investigación sobre los contratos de Xóchitl, de su protegida, sí, que siendo funcionaria sus empresas recibieron contratos para obras.",opinion
"Y me llegó una información, que en nueve años recibió contratos por cerca de mil 500 millones de pesos. Nada más que lo aclaren. Y, además, el que nada debe, nada teme. Y la vida pública tiene que ser cada vez más pública.",opinion
"Entonces, como no encuentran nada, inventan, calumnian. Tienen a su servicio a todos los medios de manipulación, con honrosas excepciones, en donde sí hay medios de información, pero por lo general… Y es muy lamentable, porque es un tiempo decadente en cuanto a la información en México, sobre todo por el papel de los medios que están sometidos al poder económico, muy distantes del pueblo, muy dependientes de los potentados.",opinion
"Entonces, ahora les estoy pidiendo: A ver, ustedes que impulsaron y que están supuestamente a favor de la transparencia, investiguen. Esto lo estoy diciendo, porque todavía no nos llega la notificación.",opinion
" Sí, pero vamos primero a ver lo de la generación de la energía y luego vemos si contaminan o no contaminan.",opinion
"Acerca de qué tipo de energía es que la que se produce, es energía eólica y energía que se produce con gas, eso es lo que estamos generando de energía aquí, en Baja California. Y el informe que yo tengo es que no hay falta de energía en el caso de Baja California, a lo mejor tú tienes otros elementos, yo tengo otros datos, pero hoy mismo lo aclaramos.",opinion
"Entonces es un buen tema, es que antes no se podía tocar a los intocables. Este tema no se abordaba, estaba vedado, porque decían ‘Si te metes, te va a ir muy mal, el que se mete a redentor termina crucificado’, pero la verdad, la verdad, la verdad…",opinion
"Ah, no, a lo mejor, ¿sabes qué?, ¿dónde está? En el Reforma. ¿Por qué no pones la primera plana del Reforma? Estoy seguro que sí, porque como tiene que ver con el Grupo Monterrey, y a ellos les importan las finanzas, seguramente va a estar este dato, esta buena noticia. A ver. No.",opinion
"Bueno, pero, a ver, ya nada más para que les dé un poquito más de… No de coraje, sino que pues no pierdan el sentido del humor. ¿Por qué no les muestras la encuesta de ayer, la internacional, de cómo estamos? ¿La puedes explicar tú?",opinion
"Esta la hacen cada semana y estamos en segundo lugar en el mundo. Es presumir un poquito, ¿no?; tirar aceite.",opinion
" Sí. Van a decir: ‘¡Qué egocentrista, vanidoso, creído, arrogante, prepotente!’ Bueno, pero hay que seguir adelante.",opinion
" Ah, sí, y trae el cambio. Deberían de copiarte, ahora que hay muchísimos candidatos, hay más candidatos, bueno, hay candidatos como arroz, pero el mejor mensaje, está probado, ¿eh?, demostrado, más efectivo fue el del maestro, y fue muy sencillo, y no costó… ¿Qué empresa publicitaria fue? ¿No trajiste a Morris, de allá, de Estados Unidos? ¿A Solá de España?",opinion
"Sí, pero como nos están viendo les voy a platicar, porque eso no lo sabe mucha gente. Estaba la campaña aquí, en Baja California, para la gubernatura —y esto es importante, porque es aleccionador, porque hay muchísimos candidatos—y ya vamos a empezar a poner mantas en todos lados ‘Maneje con cuidado, porque puede atropellar a un candidato’.",opinion
"Pero ahora que está la temporada ya, empiezan a traer especialistas, expertos en publicidad. Y entonces los aconsejan cómo hablar, cómo vestirse, qué frases manejar, qué hacer, cómo caminar, todo, todo, todo; que se estén riendo todo el tiempo así.",opinion
"Bueno, hay muchas anécdotas sobre eso, pero resulta que viene la campaña aquí, en Baja California y Baja California Sur, sí, desde luego, y sale un mensaje aquí del maestro, dice ‘A ver, maestro ¿qué trae en las bolsas?’ Entonces el maestro saca de su bolsa unas monedas y las tira así… ‘El profe trae el cambio’.",opinion
"Bueno, es de lo mejor, de lo mejor, de lo mejor; y sí trajo el cambio, ¿eh?",opinion
"Por eso les digo, tener un gobernador así es importantísimo, porque para mí un buen servidor público debe representar honestidad. Un buen gobierno, un 90 por ciento es honestidad, el 10 por ciento restante es que sea trabajador, que esté preparado, que tenga experiencia, pero lo más importante de todo es la honestidad.",opinion
"Que no tenga precio, que sea una gente íntegra. Ese es un buen servidor público. Donde se tienen autoridades corruptas no hay ninguna posibilidad de enfrentar los problemas, porque los sobornan, los someten, es lo que estamos ahora enfrentando, padeciendo del Poder Judicial de que se detienen presuntos delincuentes y de repente los dejan en libertad los jueces.",opinion
" Sí, nada más voy a estar hablando del bloque conservador y de los integrantes del bloque conservador que tienen sus candidatos y ya, y de los medios que están al servicio del bloque conservador.",opinion
" No voy a hacerlo, nada más voy a hablar de que tenemos una prensa vendida en México que le hace mucho daño, como el Reforma, como el periódico Reforma, que le hace mucho daño al país, nada más eso, ya con eso.",opinion
"Y que, además, son muy influyentes, y que hasta quieren, no voy a decir candidatos, quieren poner presidentes, a ver qué van a decir.",opinion
"Entonces, me enteré de que se reunieron Claudio, Fox, Castañeda, de estos intelectuales, Aguilar Camín, y se pusieron de acuerdo y decidieron en favor de Xóchitl, pensando… Así como cuando engañaron con Fox, que hablaba de las víboras y de tepocatas, que él representaba el cambio y que con ‘Salinitas ni al baño’, todas esas cosas, ¿no?, y fue lo mismo.",opinion
"Entonces buscan un personaje, dicen: ‘Bueno ¿quién? Pues Xóchitl, porque nació en un pueblo, habla a veces con groserías, ¿no?, es popular’.",opinion
"Entonces, hacen a un lado al pobre de Santiago, sí, aunque ese es fifí, porque ese sí es aristócrata de alcurnia, pero no les importa porque lo que quieren es regresar por sus fueros, seguir robando. Entonces piensan que van a engañar, ¿no?, a la gente.",opinion
"Había gente de nuestro movimiento, o sea, cercanos, ¿no?, dicen: ‘Para qué la menciona, la está inflando usted, o sea, la está elevando usted, no hable’. No, es que yo no me puedo guardar una mentira, no puedo quedarme callado ante una maniobra politiquera. ¡Cómo me voy a quedar callado!",opinion
"¡Y qué me importa si se vuelve famosa la señora o no se vuelve famosa! No, yo lo que estoy queriendo es explicar cuál es el truco.",opinion
"Porque antes la política, se decía: ‘Es asunto de los políticos’. No. La política es asunto de todos. Y lo mejor es informarle a la gente de estas estrategias, ¿no?, para engañar.",opinion
"Es una información muy importante porque ustedes saben que, si aumenta el precio de las gasolinas, aumenta todo; si aumenta el precio de la luz, el precio del gas… Entonces, tenemos que cuidar que no haya carestía de la vida. Me gusta más la palabra ‘carestía’ que ‘inflación’, se entiende mejor, que no se vendan caros los alimentos ni las mercancías.",opinion
"Y ayuda mucho el ‘Quién es quién en los precios’, el que la gente tenga la información y están al tanto los comerciantes y están al tanto de esta sección industriales, como están al tanto de las conferencias mañaneras millones de mexicanos, hasta nuestros adversarios están ahí pendientes; hacen coraje, pero están ahí viendo, mirando.",opinion
"Pero como ya no vamos a poder dar a conocer estas cosas, ¿no tienes ahí lo de Xóchitl? Porque no han dado respuesta de Mexicanos a Favor de la Corrupción. Le mandamos esta información, estos datos a Claudio X. González, ya ven que ellos investigan, y queremos que profundicen, porque esto es una muestra nada más, seguramente hay más información, muchos testimonios sobre el influyentismo que llevaba a cabo la señora Xóchitl. A ver.",opinion
"Y luego, hay otra, es esta, ¿no? Sigue, bueno, son las mismas. Ah, sí, son otras empresas desarrolladoras.",opinion
"Pero hay otra, es otra. Esta, tiene otro nombre, pero se dedica a lo mismo y es la misma dirección, se dedica a lo mismo e igual. Ya no está la señora, pero sí está un familiar. Ah, sí, dos, sí, dos.",opinion
"Bueno, por eso es que ofrecemos disculpas, por las molestias que causa este movimiento de transformación, pero ya basta de mentir, de robar, de engañar.",opinion
"Además, apenas y nos equilibramos, eso porque la mañanera es mucha pieza, porque en tiempo es muchísimo más lo que ellos manejan en contra nuestra, en tiempo de radio y de televisión, y en espacios, en líneas ágatas, en los periódicos, muchísimo más.",opinion
"Si se dan cuenta, las vallas que ponen color naranja para que se vean, son como los espectaculares.",opinion
"Porque dicen: ‘La está levantando’, dicen los publicistas, que no saben de política, pero además de que no saben de política… Que es un oficio, no cualquiera, porque hay veces que se piensa que con ser chismoso o intrigante o corrupto ya se es político. No, no, no, es tan limpia la política que ni los más sucios políticos han podido mancharla.",opinion
"Entonces, pasa algo así con los publicistas, no conocen al pueblo, no conocen los sentimientos de la gente, nunca han estado en los pueblos, nunca han convivido con la gente y, sin embargo, tienen despachos y hacen recomendaciones a partir de encuestas, de levantamientos que mandan a hacer y entonces empiezan a recomendarle a los candidatos: ‘Ríete, vístete de esta manera, utiliza esta frase, súbete a un triciclo y, si puedes, ofrece que les mueves la panza’.",opinion
"Pero algunos dicen: ‘No, se está levantando Xóchitl’, como si la gente, como si el pueblo no se diera cuenta, como si el pueblo fuese tonto. Tonto es el que piensa que el pueblo es tonto.",opinion
"Lo único que hay que hacer es informar, porque sí engañan. Entonces, si la vida pública es cada vez más pública, mejor. Sólo informar, ni siquiera orientar o concientizar, mucho menos adoctrinar, no, informar, con eso.",opinion
"Lo de la publicidad, la politiquería, pues es para la picaresca política, pero no es para tomarlo en serio, hay otras cosas que sí.",opinion
"Y ya vamos a iniciar el segundo álbum, porque se está escuchando el primero bastante, sí se está escuchando y vamos a empezar, a lo mejor mañana o pasado, comenzamos con otras 10 muy buenas, muy buenas, muy buenas, para los jóvenes.",opinion
"Repito lo que comentaba yo en el Zócalo, ese dicho choco-jarocho, campesino, según el cual cuando la milpa se da bien alcanza hasta para el pájaro, para los que nacieron en la ciudad, y todos los jóvenes.",opinion
"Tenemos un informe quincenal del precio de la tortilla, del frijol, del pollo, del huevo, estamos en eso, buscando que no aumenten los precios. Y tenemos la ventaja de que no aumente el precio de los combustibles. Por eso es importante la participación del Estado, porque los neoliberales, de manera dogmática, fanática, quisieran que se diluyera el Estado y que todo quedara al mercado, y eso es como la libertad del zorro en el gallinero, para que se entienda bien.",opinion
"El Estado tiene que participar en el desarrollo, ese es el otro postulado que va en contra de la concepción neoliberal. Nosotros sostenemos que el Estado tiene que participar en el desarrollo, no puede incumplir su responsabilidad social; desde luego, sin asfixiar la participación de la sociedad civil, pero sí tiene que buscar el beneficio colectivo, el beneficio general, y esto es lo que estamos haciendo.",opinion
