index,Texto,classification_spanish,Clasificacion,new_classification
10522,"Ya vimos, y está muy claro, lo del Tren Maya, ¿no?, que empieza aquí y tiene dos rutas, va Escárcega y de Escárcega por el golfo, Campeche, Mérida, Valladolid, Cancún, y baja ya por el Caribe, que es Tulum, Chetumal y en la línea con Guatemala y Belice. Aquí está Calakmul, y vuelve otra vez a Escárcega. Todo esto son mil 554 kilómetros de vía férrea pública.",construccion,,Construction
16733,"Ayer sobrevolamos. Bueno, ya llevamos 14 supervisiones en este año, 14 fines de semana supervisando el Tren Maya, y va bien, vamos bastante bien. Pero sí yo creo que ya es una etapa nueva y se está iniciando lo de los trenes y se van a seguir construyendo hacia adelante.",construccion,,Construction
12227,"Y también vamos a tener información sobre lo que se está haciendo en Monterrey y en la zona conurbada para que no vuelva a suceder lo que se padeció el año pasado, que no falte el agua. Ahora van a ver ustedes lo que estamos llevando a cabo en coordinación con el estado de Nuevo León.",construccion,,Construction
1373,"Bueno, pues iniciamos la semana con un informe que vamos a presentar sobre el avance del Tren Maya. Quedamos que vamos a hacer este informe por tramo, el lunes pasado fue el tramo 1, ahora corresponde al tramo 2, que va de Escárcega, Campeche, hasta Calkiní, los límites con Yucatán.",construccion,,Construction
21362,"El 15 inauguramos la primera etapa del tren ‘El Insurgente’, hasta Lerma, hasta la estación de Lerma.",construccion,,Construction
17653,"Hay que seguir convenciendo de que, en vez del escritorio, el territorio; en que, en vez de estar viendo papeles, manejando nada más oficios, trámites, que vayan y que hablen con la gente, y que vean las obras y que vean las acciones.",construccion,,Construction
7925,"Y al mismo tiempo también tomamos la decisión de crear otra planta en Salina Cruz, que ya está construyéndose, también de alrededor de 100 mil millones de pesos, 120 mil millones de pesos, y hoy en Salina Cruz están trabajando también de tres a cinco mil obreros.",construccion,,Construction
7866," Antes de que yo termine el gobierno; o sea, yo termino en septiembre del año próximo, antes voy a inaugurar todas las instalaciones de la nueva aduana.",construccion,,Construction
18726,"Y la otra zona es El Tigre, en el estado de Campeche, en donde llevamos avances importantes en la investigación y conservación de las estructuras arqueológicas, abriendo nuevas áreas para la visita del público, como el Conjunto Triádico, que ha ofrecido hallazgos de considerable internes. Vamos avanzando en la señalética y los senderos interpretativos.",construccion,,Construction
13713,"Vamos también a evaluar un puente que ya se reinició en Concordia, en la Concordia, Chiapas, así como Concordia, Sinaloa.",construccion,,Construction
11949," Hemos estado hablando de eso. Recientemente, ya lo informé, vinieron los de una empresa de Kansas que hicieron una fusión con la empresa ferrocarrilera más importante de Canadá y es una gran corporación que tiene que ver con México, que tiene que ver con Estados Unidos, con Canadá, y ellos tienen la concesión, una de las concesiones de las vías de Querétaro a la Ciudad de México o de la Ciudad de México a Querétaro, y les planteé el que se analizara la posibilidad de que se utilizaran las vías para un tren de pasajeros, porque ya la carretera de Querétaro a la Ciudad de México está saturadísima, ya no se puede seguir ampliando. Es importante fomentar más el transporte de carga por tren y el transporte de pasajeros.",construccion,,Construction
9268," Vamos a hacer una exposición sobre eso, porque es otro paquete ya lo que tiene que ver con la carga. El tren de carga, por ejemplo, va a ayudar mucho para abastecer de combustible toda la península completa, lo que se hace ahora por barco y por tierra en pipas.",construccion,,Construction
5889,"¿Por qué no pones el plano, por favor, Jesús, del tren? Que es muy interesante esto.",construccion,,Construction
1734,"Entonces, son dos dos plantas grandes, una en Tula y otra en Salina Cruz, son ocho mil millones de dólares de inversión, todo presupuesto público, nada de deuda.",construccion,,Construction
220,"Miren, en efecto, de las dos mil 700 sucursales tenemos concluidas dos mil 69. Este es el informe de los ingenieros militares. En obra 210. Es decir, dos mil 279, tanto concluidas como en obras.",construccion,economia,Construction
21100,"Y, sobre todo, también hacer algunas, ya lo mencioné, por responsabilidad, algunas recomendaciones de otro tipo. Por ejemplo, que no se pierda el impulso en lo que tiene que ver con inversión pública y con la industria de la construcción para que se sigan generando empleos. O sea, que no se deje de pedalear, que no se pare la industria de la construcción, porque eso funciona, eso reactiva la economía rápido, genera muchísimos empleos, fortalece el mercado interno, es bienestar.",construccion,,Construction
19224,"Ayer estuve, por ejemplo, en acuerdo con el secretario del Trabajo. Me estaba dando unos datos, de que en el tiempo que llevamos sólo el programa Jóvenes Construyendo el Futuro ha significado una inversión de 100 mil millones de pesos, 100 mil millones de pesos a jóvenes, a dos millones 600 mil jóvenes.",construccion,,Construction
11199,"Entonces, les dijo, se armó de valor ahí: ‘Seis meses’ o ‘tres meses’. Ah, porque le dijo: ‘No nos podemos ir así, porque esto lo hacemos en otros lados’. ‘Tres meses de plazo’. Y cumplieron, se fueron, y renunció la mitad de la policía, o sea, se llevaron también a la mitad de la policía. Entonces eso era, eso pasaba.",construccion,,Construction
10686,"Es que en la tarde… Como tenemos la diferencia con el Grupo México porque estamos rescatando una parte de su concesión en el istmo, que nosotros consideramos que es estratégico el istmo, siempre se ha considerado una franja de seguridad nacional, es cosa nada más de ver la historia, entonces tomamos esa decisión e hicieron todo un escándalo y se rasgaron las vestiduras: ‘¡Y la expropiación!’ ‘¡Y un atentado a la propiedad privada!’ ‘¡Y ahora sí ya apareció la verdadera política!’",construccion,,Construction
8587,"Y acerca de la nueva línea, también se va avanzando, ya se está por concluir el acuerdo para la adquisición de Mexicana de Aviación, del emblema de Mexicana de Aviación.",construccion,,Construction
13949,"Esto de Acapulco, por ejemplo, fue porque ya llevábamos tiempo buscando el terreno. Es una zona sísmica, no era fácil, y ya se logró, en donde estaba el Centro de Convenciones, que estaba abandonado completamente, hay terreno suficiente para el Centro de Convenciones y para cualquier otro espacio en beneficio de la gente y que se tenga un buen hospital en Acapulco, bien hecho, buen equipado.",construccion,,Construction
3385,"Posteriormente, vamos a Peñasco, porque ya vamos a inaugurar en Peñasco la primera etapa de la planta solar. Todavía es el inicio, pero ya vamos a inaugurar. Esto el viernes.",construccion,,Construction
6288,"Pero fíjense que, para tener una idea del beneficio para Chiapas y Tabasco del Tren, no sólo es la construcción del Tren Maya, también es la rehabilitación del tren de Ixtepec, en el Istmo, hasta Ciudad Hidalgo, los límites de Chiapas, con Guatemala. Esto es muy importante porque ese ferrocarril se abandonó, y ya está autorizada una inversión de alrededor de 20 mil millones de pesos para rehabilitar las vías, son alrededor de 500 kilómetros, y que vuelva a funcionar el tren de pasajeros y de carga.",construccion,,Construction
10494,"Son muchos proyectos y sí vamos a seguir atendiendo el problema del agua. Afortunadamente, ahí en toda esa región no falta el agua, hay agua subterránea y hay agua superficial, es cuestión de invertir en plantas de tratamiento, pero ahí no hay problema de agua, como lo mencionó el gobernador de Tabasco, y esto aplica para Chiapas, y aplica para Veracruz, y el istmo en esa región de nuestro país está cerca del 70 por ciento de toda el agua de México, es más un asunto de tratamiento del agua, de potabilización del agua, y vamos a seguir haciendo.",construccion,,Construction
15492,"Antonio, del Grupo Carso ya tienen… ese es un tramo de ellos, de Campeche a Calkiní, sí. Y ya tú lo recorriste, ¿no?, en una locomotora de trabajo. O sea, ya se puede, o sea, ya están las vías. Entonces, es una buena noticia.",construccion,,Construction
9819,"Lo que fundamentalmente estamos haciendo en estos momentos es, dentro de los trabajos principales de construcción, es:",construccion,,Construction
8419," No, no, no este fin de semana no, no, porque… No necesariamente, lo que voy a hacer es ponerme al corriente porque tenía yo unas reuniones programadas y las voy a hacer hoy, mañana y pasado, con el gabinete, con los gabinetes, sí, con los distintos grupos del gabinete, o sea, para seguir evaluando porque, bueno, necesitamos terminar de construir presas, queremos dejar 100 mil hectáreas de riego cuando termine, en septiembre, 100 mil hectáreas de riego.",construccion,,Construction
15884,"Un avalúo de todo, y ya lo estamos haciendo, y les voy a enviar una propuesta a través de Esteban Moctezuma, el embajador nuestro en Estados Unidos, para decirles: Aquí va el avalúo, que se le anexa el avalúo, les compramos. Y que les quede a ellos la satisfacción que ni siquiera de las dos mil 200 hectáreas, no las vamos a vender para que sigan haciendo lo mismo, sino casi dos mil, área natural protegida, área natural protegida; y el resto, lo que ya está impactado, ahí sí turismo ecológico, porque… ¿Por qué no pones el video, para que vean cómo dejaron?",construccion,,Construction
16547,"Pero más a detalle Jorge puede explicarles, y también por qué se va a manejar este sistema o el caso del Tren Suburbano de Toluca y también el trolebús con el Metro, porque lo que se busca es ya integrar y tener una sola empresa.",construccion,,Construction
13986,"Ahora este fin de semana, hoy vamos a Chiapas, mañana vamos a tener allá reunión de seguridad y vamos a tener la conferencia.",construccion,,Construction
18735,"Balam-Kú, reserva también de la biosfera, de 463 mil 442 hectáreas, pasa a ser reserva de la biosfera federal, y tiene una importancia que contribuye a la conservación, en este caso a murciélagos, hábitat de siete especies de murciélagos.",construccion,,Construction
753,"Estos son los límites con Chihuahua, este es Chihuahua. Entonces, este camino lo estamos mejorando, lo vamos a traer hasta acá, hasta Guaymas, para que se pueda hacer un traslado más rápido de Chihuahua a Guaymas.",construccion,,Construction
13584,"Hoy hace un año estuve aquí y usted autorizó un proyecto de drenaje sanitaria pluvial y pavimentación, ¿se acuerda?, para Cadereyta. Se empezó, se está haciendo la obra.",construccion,,Construction
17192,"Luego, esta autopista, esta supercarretera, Tepic-Compostela. O sea, se va a hacer de Tepic, el año próximo, a la costa, 45 minutos aquí, a Boca de Chila.",construccion,,Construction
4398,"Luego, vamos a hacer una exposición, que ya va a ser todos los lunes, sobre el avance en la obra del Tren Maya, todo lo que se va a ir haciendo hasta que se concluya, y nos van a exponer lo que tiene que ver con la seguridad en el Tren Maya, la integración de todo el sistema ferroviario, la administración, los parques naturales, hoteles, todo lo que se significa este gran proyecto. Sin duda, es el tren más importante en lo ecológico, en lo turístico y en lo arqueológico del mundo. No hay nada, en ningún lugar del mundo, como esta obra, por su importancia, repito, ecológica, turística, sobre todo arqueológica, cultural, artística. Estamos hablando de la comunicación de las antiguas ciudades mayas, de la gran nación mesoamericana ocupada por la gran cultura maya. Entonces, no hay una región así en el mundo. Vamos a seguir informando sobre el avance.",construccion,,Construction
14920,"Y empezó a trabajar en cómo separar la arcilla del litio en el caso de Sonora, que es una tecnología que sólo la tienen los chinos. Entonces, ya María Elena me estaba informando que llevan 95 por ciento de avance, que sí se puede lograr la separación de la arcilla del litio. Gran avance. Esto para Sonora va a significar mucho. El litio es de la nación y es pues un mineral estratégico para las baterías.",construccion,,Construction
19841,"Y tenían contemplado cerrar la Base Aérea de Santa Lucía. Todo eso, más 300 mil millones, para hacer un aeropuerto en el lago de Texcoco, que se iba a hundir, pero no les importaba.",construccion,,Construction
18341,"Nosotros hemos avanzado bastante, yo creo que va a ser el sexenio nuestro el que más ha invertido en agua en los últimos tiempos. Creo que desde la época del presidente López Mateos no se invertía tanto como ahora en agua.",construccion,,Construction
15494,"Igual los trabajadores de Ciudad Sahagún, los que hicieron el tren, muchas gracias, y todos los trabajadores que están trabajando en el Tren Maya.",construccion,,Construction
19073,"Si ya se terminó el Tren Maya y se terminó el tren del istmo, a ver, ¿por qué no el tren desde Coatzacoalcos a Veracruz? Yluego ¿por qué no el tren de Veracruz a la Ciudad de México? ¿Ypor qué no el tren de la Ciudad de México a Querétaro y a San Luis? ¿Y al norte, a Guadalajara, a Sonora, pasando por Nayarit, por Sinaloa, hasta la frontera? Estoy hablando de los trenes porque hacen falta trenes de pasajeros, trenes de carga; es inversión pública, se generan muchos empleos.",construccion,,Construction
15892,"A ver si lo mueves un poco. Es para allá. Sí, es esta zona, esta, del lado derecho. Todo esto, aquí tienen como dos mil hectáreas así, que es selva. Nosotros, esa parte la decretaríamos reserva natural.",construccion,,Construction
2364,"Y se decidió también que se lleve gas de Tuxpan a Coatzacoalcos, del gas marino, se hizo un acuerdo, fue una inversión de miles de millones de dólares. Va a haber gas marítimo de una empresa canadiense, TransCanada, ya se firmaron los acuerdos, de Tuxpan a Coatzacoalcos, de Coatzacoalcos a Dos Bocas y de ahí hasta la península de Yucatán. Entonces, sí estamos en eso.",construccion,,Construction
11533,"Y aquí estamos haciendo una planta coquizadora, es una planta para que el combustóleo se convierta también en gasolina. El combustóleo en términos económicos vale menos que la gasolina; si se endura, se vuelve coque y lo usan para la fabricación de cementos, para los hornos de las cementeras; y es contaminante, más contaminante el combustóleo que las gasolinas.",construccion,,Construction
18994,"E incluso se hicieron obras de restauración que fueron más allá de los daños propiamente ocasionados por los temblores, porque, por ejemplo, había mucha vegetación que se había incrustado en muros, en techos, y que amenazaba con abrirlos y generar daños terribles. Todo eso se quitó en este proceso de restauración. Había el temor de que la catedral pareciera ya un polvorón, pero ya se encuentra muy sólida. Ya incluso el presidente comentó en alguna reunión que ya se escuchan las campanas a las 12:00 del día, y ya hacía tiempo que no tocaban las campanas en la catedral.",construccion,,Construction
10687,"Le preguntaba yo a May ayer de lo del Tren Maya, y en general yo creo que debemos de llevar en el gobierno como unas 500 expropiaciones que se hacen, porque es un procedimiento que establece la ley. A veces, la mayoría de las veces, son expropiaciones concertadas con el supuesto afectado, porque de esa manera se agiliza el trámite y se le paga lo que establece el avalúo cuando se va a hacer una obra. Pero esto lo plantearon como si fuese un atentado a la propiedad privada, y una cosa propagandística, ¿no?",construccion,,Construction
16508,"Se está construyendo un Metrobús de Chalco a Santa Martha, a la estación del Metro Santa Martha. Entonces, vamos a explicarles cómo vamos en la construcción de esta obra. Ha sido muy importante, decisiva; incluso han destinado suficientes recursos en el gobierno del Estado de México.",construccion,,Construction
9792,"Además, avanza el acopio de insumos que requiere la vía en estos tres tramos, que en total son cuatro millones de metros cúbicos de balasto, un millón 800 mil durmientes y 121 mil toneladas de riel.",construccion,,Construction
16751," Sí voy a ir, tengo que ir para allá, tengo que ir a Baja California.",construccion,,Construction
984,"Entonces, les dije: Abran, por favor, y entonces bajamos y salimos a la calle, a Corregidora, y ya les mostré que estaba la Corte, creo que les dije: Miren, por aquí entraba antes el presidente de la Corte a recibir instrucciones. De nuevo subimos y ya llegamos, y ya nos fuimos a la reunión.",construccion,,Construction
3311,"Esta es La Escuela es Nuestra. Todo el municipio de Durango tiene 752 escuelas, ya hemos entregado apoyos en 141 escuelas para sociedades de madres y de padres de familia. Aquí vamos atrasados. Se entrega el dinero a las sociedades de padres y madres de familia, y ellos con ese dinero, con ese presupuesto deciden mejorar la escuela, lo que les hace falta, es directo. En otras partes ya llevamos 80 por ciento, 90 por ciento de avance, esto es Durango.",construccion,,Construction
18354,"Bueno, luego, está Zapotillo, también como 10 mil millones. Esto va a hacer muy importante porque tiene acueductos para llevar agua a la zona metropolitana de Guadalajara.",construccion,,Construction
13555,"Y creo que Manuel presentó una estructura de acero para colado, una cimbra de acero y luego creo que Guadalupe presentó algo en el video donde están, donde están…",construccion,,Construction
14442,"Ahora que se va a crear la nueva empresa aérea de la Secretaría de la Defensa, que va a vincular aeropuertos, Tren Maya, todo, se pensó: Bueno, ¿por qué no se les compra a los trabajadores la marca de Mexicana? Además, es un símbolo, Mexicana de Aviación.",construccion,,Construction
1324,"Entonces, este puente, que llamamos Calzada Flotante, fue diseñado por Gabriel Orozco, tiene estos círculos que son muy característicos de Gabriel, inicia en la entrada de Los Pinos y cruza a la segunda sección.",construccion,,Construction
16618,"Hay un puente de ocho kilómetros para resolver el problema vial de La Punta en Cancún, de la costera, porque ya era intransitable.",construccion,,Construction
5561,"Puede ser que venga el director de la Comisión Federal de Electricidad y vengan los técnicos de la Comisión Federal de Electricidad para informarles sobre la planta solar de Peñasco y sobre todos los planes que se tienen en el caso de Sonora, y todo lo que significa más electricidad mediante plantas eólicas, solares, desde luego la modernización de las hidroeléctricas, que continúa todo lo que es producir energía renovable.",construccion,,Construction
20565,"Todavía… Son los primeros. Hay un paso ahí que se llama ‘Oreja de conejo’, que es un cañón que está cañón.",construccion,,Construction
18950,"En el plano que ustedes ven del lado derecho está la proporción por estado, que corresponde efectivamente también al número de daños en cada entidad del sismo del 2017.",construccion,,Construction
15157,"¿No pones una foto de Boca del Cerro? Ese río nace en Guatemala y corre de Guatemala hacia México, entra por Chiapas, en un tramo importante es frontera, de este lado del río Usumacinta es México, del otro lado es Guatemala, la parte de México es Chiapas.",construccion,,Construction
15711,"Entonces, tomamos la decisión de hacer una toma y un oleoducto desde la presa hasta estos municipios. Son como 50, 80 kilómetros, no tengo… Son muchos kilómetros y estamos metiendo tubería, y es una potabilizadora, y son tanques y plantas de bombeo. Es una gran obra, es una inversión de más de 10 mil millones de pesos para Coahuila y Durango, para la zona de La Laguna.",construccion,,Construction
1731,"Entonces, se terminó la refinería y en julio ya vamos a estar produciendo, sí, vamos a estar produciendo y este año vamos a estar produciendo o se van a estar procesando como 160 mil barriles diarios a partir de julio y… No, porque son 340 mil, se van a estar procesando la mitad, que son ¿qué?, 170 mil, y los otros 170 mil entran en diciembre, y ya el 24 ya va a estar procesando a toda su capacidad.",construccion,,Construction
18219,"Estas dos plantas, pues van a significar una inversión total también de cerca de 10 mil millones de dólares, las dos, una coquizadora de Tula y una coquizadora en Salina Cruz. La de Tula la terminamos en diciembre de este año y la de Salina Cruz la vamos a inaugurar en obra civil en agosto del año próximo. Ya va a quedar para periodo de prueba, pero a finales del año próximo ya va a estar produciendo. Las dos nos van a dar como 80 mil barriles más de gasolinas.",construccion,,Construction
9471,"Dos vehículos blindados tipo Suburban con valor acumulado de seis millones, que se renuevan cada dos años.",construccion,,Construction
9272,"No se podría hacer el Tren Maya sin el apoyo de la Secretaría de Marina en el manejo del puerto, por ejemplo, de Progreso. Si entran 20 barcos, 14 tienen que ver con materiales para el Tren Maya y los seis restantes en prioridad alimento y combustible y el resto de mercancía. Pero implica muchísimo.",construccion,,Construction
14292,"Me acuerdo de algunas presas que datan de hace 100 años en ese número de 60, entonces estamos modernizando 20 de esas 60.",construccion,,Construction
3880,"Por eso el desarrollo del Istmo, los parques, porque se tiene agua, se tiene gas, se tiene energía eléctrica, no hay tanta población, hay más tierra que población.",construccion,,Construction
17089,"Bueno, les hablaba yo del bosque, dijimos: No se vende, no se vende, se incluye al Bosque de Chapultepec como Cuarta Sección.",construccion,,Construction
9270,"Imagínese la electrificación de sólo 700 kilómetros de vía eléctrica, doble electrificada, lo que está significando eso. Le agradecemos mucho a la Comisión Federal de Electricidad, a sus técnicos; están ahí. No se podría hacer el Tren Maya si no estuviésemos construyendo dos plantas nuevas termoeléctricas en la península, una Mérida y otra en Valladolid, que ya están construyéndose.",construccion,,Construction
2544,"Entonces, el Infonavit tiene un plan para ir entregando, rehabilitando esos departamentos. Le vamos a pedir a Román Meyer y al director del Infonavit que nos informen cómo va el saneamiento.",construccion,,Construction
8823,"A nosotros nos importa mucho que podamos lograr el que se comprometan los que tienen las concesiones a que no sólo haya transporte de carga, sino que pueda haber transporte de pasajeros de la Ciudad de México a Querétaro. Hoy voy a tratar eso, vamos a reunirnos con las dos empresas más importantes ferroviarias, tenemos reunión para ese tema.",construccion,,Construction
12481," Sí, con o sin el nombre de Mexicana, porque tendríamos que buscar, ya estamos buscando que lleve el nombre de aerolíneas. Están viendo ahí si se le puede poner ‘Maya’, algo que tenga que ver con nuestra cultural, con nuestra identidad.",construccion,,Construction
6611," A ver. Y que aproveche también el general para informarles, se tomó la decisión en la Secretaría de la Defensa también de bombardear aquí en el valle, cerca, nubes para provocar lluvia.",construccion,,Construction
17846," Sí, el proyecto, sí, y ya incluso pienso que ya debe de estar hecho. Pero sí se requiere ese camino, la ampliación de ese camino. Ahí cerca, bueno, en toda esa zona estamos haciendo muchos caminos de mano de obra, caminos artesanales, varios, en toda esa zona. Y cuando fui por allá estaba destrozado el camino de Juxtlahuaca y ya se compuso, se mejoró, se reconstruyó ese camino.",construccion,,Construction
12553,"Entonces, me lo planteó el secretario. Le digo: Mire, le pregunté al secretario de Comunicaciones, le pregunté al general responsable del aeropuerto ´Felipe Ángeles’ que si cuánto tiempo consideraban que les llevaría el traslado, porque se argumentaba de que necesitaban tiempo. Entonces dijeron los dos: ‘Se podría ampliar el plazo a seis semanas’, entonces yo le dije: No; ocho para estas tres líneas con el propósito…",construccion,,Construction
12674,"En Durango capital lo mismo, hospitales. Ahí también en Durango, capital, un reclusorio enorme, sin uso. Elefantes blancos, con mucho dinero gastado. En el caso de Durango, hospitales en donde, de cuatro pisos, ocupados dos, subutilizados. Entonces, todo eso lo estamos corrigiendo.",construccion,,Construction
21178,"Entonces, luego del día 11, terminando la ceremonia, ya regresamos. Ese es el vuelo más pesado porque el primero vamos a estar en Colombia, dormimos el viernes en Colombia, pero ya el regreso es corrido para llegar a la Ciudad de México. Ese es el programa.",construccion,,Construction
8947,"Entonces, si se mantienen esas normas, si se cuidan los recursos naturales, si se cuida el territorio, pues va a seguir creciendo Tulum.",construccion,,Construction
14489,"Y voy también a estar en Atenco, en la tarde del viernes, voy también a supervisar obras y a revisar compromisos que se hicieron con el pueblo de Atenco.",construccion,,Construction
18217,Esto nos va a permitir también con la compra que hicimos de la refinería Deer Park y con dos coquizadoras que estamos construyendo que son como dos refinerías más.,construccion,,Construction
14441,"Cuando Fox llega a la Presidencia, le entrega Mexicana, que era una empresa pública, ahí empezó el problema. Este señor, con mucha influencia, quebró Mexicana y despidieron a los trabajadores; nunca hubo justicia. El señor creo que se fue al extranjero, pero no pasó a mayores y se quedaron sin trabajo como seis mil trabajadores.",construccion,,Construction
200,"A ver si Laura nos manda el informe de la Secretaría de la Defensa, de los ingenieros militares, porque me sirve para que la gente nos ayude a que se tengan los terrenos.",construccion,seguridad,Construction
8015,"Y aquí está toda la descripción sobre el financiamiento de Sedena, los proyectos que se están llevando a cabo. Es un área de 61.8 hectáreas, una inversión estimada… Ah, esta es sólo la aduana, esta es en Nuevo Laredo, tres mil 359 en 12 meses.",construccion,,Construction
2896,"Y se están mejorando, ampliando los dos puertos, incluso se va a desazolvar el puerto de Chiapas.",construccion,,Construction
6669,"Entonces, el Poder Judicial debe de reformarse y debería de ser motivo de análisis, de reflexión, al interior del Poder Judicial, abrir foros para analizar esto.",construccion,,Construction
2654,"Y luego, vamos a informar sobre el tramo que se está construyendo del Tren Maya, de Izamal a Cancún. Por eso están aquí con nosotros servidores públicos y también la doctora Guadalupe Phillips, directora de ICA, que va también a informar.",construccion,,Construction
2825,"Y algo así vamos a hacer, ojalá encontremos los documentos, puede ser, porque sí recuerdo que llegaron hasta a firmar públicamente el convenio. Por eso se molestaron mucho en China, porque se les dijo que sí se firmó el convenio y creo que a los 15 días pues me imagino que han… deben de haber hablado, que no les gustaba el proyecto y entonces se echaron para atrás; entonces, les molestó mucho a los del gobierno de China en ese entonces.",construccion,,Construction
18774,"Y qué decir de Palenque, otra ciudad mágica, con selva, con bosques, con flora, con fauna, con también las ruinas de Palenque, que son impetuosas y que ahora se están restaurando gracias al gobierno de la República, al presidente Andrés Manuel López Obrador, que va a lucir en todo su esplendor y toda su belleza Palenque.",construccion,,Construction
7928,"El Tren Maya está en su fase también de mayor demanda de trabajo, porque este año es clave. Ahí se requieren pues alrededor de 40, 50 mil obreros, entonces hay posibilidad de que no falte el trabajo en tanto estemos nosotros y se estén construyendo estas obras.",construccion,,Construction
13320,Destaca la construcción del nuevo aeropuerto de Tulum y la modernización del aeropuerto de Chetumal.,construccion,,Construction
21121,"No se va a contaminar nada, las aguas; no vamos a permitir que haya malos olores. Se está trabajando tanto Conahcyt como la Secretaría de Medio Ambiente, los gobiernos municipales, desde luego el gobierno del estado de Veracruz, todos juntos.",construccion,,Construction
8003,"De ahí que nosotros estemos impulsando este proyecto que va a permitir una comunicación más directa a Estados Unidos, a la costa este, de países de Asia, y por eso estamos invirtiendo en ampliar el puerto de Salina Cruz, porque ya también es un puerto pequeño construido hace 100 años que requería ampliación. Y se está haciendo una escollera, un rompeolas de un kilómetro y medio mar adentro, para darle más estabilidad al puerto y también que tenga más calado, más profundidad para la entrada de barcos muy grandes.",construccion,,Construction
21015,"Terminaron, también en tiempo récord y en un costo muy reducido, bajo, el aeropuerto ‘Felipe Ángeles’, un gran aeropuerto. No se puede hacer un aeropuerto con ese costo, en realidad fueron 75 mil, perdón, sí, 75, hasta menos, 75 mil millones de dólares. Estaba estimado hacer el aeropuerto de Texcoco en 700 mil, pero como tuvimos que agregarle 100 mil por la cancelación de contratos, de todas maneras, son 175 mil, para 300 que tenían estimado, nos ahorramos 125 mil millones de pesos.",construccion,,Construction
16396,"Muy bien, vamos a informar. Ayer hablamos de que esta semana la dedicamos a los ferrocarriles, a los trenes, al Metro, porque hemos estado impulsando mucho la movilidad en este tipo de transporte no contaminante, eficaz. Y así como estamos rescatando Pemex y la CFE, estamos rescatando los ferrocarriles de pasajeros, que durante el periodo neoliberal desaparecieron, los privatizaron y sólo dejaron los ferrocarriles de carga.",construccion,,Construction
9845,"Aquí vemos cómo son más o menos estás simulaciones. Detectamos desde la velocidad, la capacidad del frenado, por ejemplo, que es muy importante. Estos trenes pesan mucho y se tiene que ir programando las capacidades y las velocidades de frenado, pero también cuando entra a una estación, cuando entra a otra, cómo va siendo la visión real.",construccion,,Construction
21098,"De acuerdo a mi análisis, no vamos a tener crisis interna porque no va a haber crisis financiera en Estados Unidos por la elección presidencial, que va a ser en noviembre del año próximo. O sea, de aquí a finales del año próximo no veo crisis económica financiera; ojalá y no me equivoque.",construccion,,Construction
8225,"No hay más que dar la palabra. Empezamos. Segundo, tercero, cuarto, quinto y sexto. Vámonos. Siempre me voy en la primera fila por lo del sorteo, la suerte.",construccion,,Construction
20081,"¿Saben que se atrevieron —y eso no lo decían los medios antes— a ponerle al avión ‘José María Morelos y Pavón’? El que luchó por la igualdad, el que aquí en Chilpancingo dictó y dio a conocer los Sentimientos de la nación, que decía: ‘Que se modere la indigencia y la opulencia’… pues se atrevieron a ponerle. Yo creo que no conocían ni siquiera la historia, ni les interesaba, o no la internalizaban, no utilizaban las enseñanzas de nuestros próceres para gobernar, para transformar.",construccion,,Construction
9790,"En Tulum y Calakmul se construyen hoteles Tren Maya para vivir una mejor experiencia en esta zona donde se ubican importantes sitios naturales como el Parque del Jaguar, la laguna de los siete colores de Bacalar y la reserva de la biosfera de Calakmul.",construccion,,Construction
2795," Ahora, sobre cómo llegar al aeropuerto hay toda una campaña y vamos a seguir insistiendo, incluso en este mes vamos a inaugurar la ampliación de una vía. ¿Por qué no lo explica, general, cómo llegar y cuánto tiempo se hace?",construccion,,Construction
18982,"En Morelos, 468 inmuebles fueron afectados en 36 municipios. Hemos concluido 290 con dos mil 39 millones de pesos ejercidos, y este año estamos ejecutando en últimas etapas y de manera directa 178 inmuebles, con una inversión de 844.5 millones de pesos.",construccion,,Construction
18716,"El Tren Maya siempre va a contar con espacios para descansar, para tener estas revisiones, estos chequeos técnicos cuando no tenga recorridos. Y, además, hay que recordar, que está establecido un mantenimiento preventivo, no solamente correctivo, que permitirá que el tren siempre esté en las mejores condiciones.",construccion,,Construction
9376,"Es hasta ahora con el Tren Maya, que llovieron los amparos y las denuncias, cuando hemos cuidado la naturaleza como nunca se había hecho.",construccion,,Construction
8000,"Entonces, no sólo hace los puertos, estos, sino hace el ferrocarril, construye el ferrocarril del istmo, igual, Pearson. Y Pearson tenía aquí en Minatitlán la refinería de El Águila, y todas las tierras concesionadas para la explotación del petróleo.",construccion,,Construction
11535,"Entonces, aquí en Salina Cruz estamos haciendo una planta coquizadora que tiene un costo, una inversión de 100 mil millones de pesos para convertir el combustóleo en gasolina, más las obras del puerto, más el ferrocarril, más la ampliación de la carretera en todo el istmo, en la parte del istmo.",construccion,,Construction
8028,"Ya resolvimos el problema de la energía eléctrica, porque es tanto el crecimiento que no daba abasto la generación de energía eléctrica. Ya se resolvió, ya no hay problema de apagones en esta temporada, como anteriormente sucedía, y estamos pendientes.",construccion,,Construction
15495,"Se ve la vía. Cuando se habla de viaducto, sí, son puentes, estamos hablando de que van a haber en el Tren Maya más de 100 kilómetros de viaducto, es como 100 kilómetros de segundo piso, que 100 kilómetros es como ir de aquí a Toluca, pero por arriba; como el otro tren que ya estamos terminando, que también vamos a inaugurar, el de Toluca a la Ciudad de México.",construccion,,Construction
